catalog,schema,table_name,table_type,format,created_at,last_modified,owner,comment
dojo,gold_pbi,hcap_opt_in_out_26,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:18.330,2026-01-28 13:58:18.038,service_integration@usabal.com,
dojo,gold_pbi,hcap_questionnaire,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:18.474,2026-01-28 13:58:16.893,service_integration@usabal.com,
dojo,gold_pbi,hcap_questionnaire_25,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:20.522,2026-01-28 14:01:02.733,service_integration@usabal.com,
dojo,gold_pbi,hcap_questionnaire_26,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:20.765,2026-01-28 14:01:06.839,service_integration@usabal.com,
dojo,gold_pbi,hcap_sponsoring_entity,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:18.862,2026-01-28 13:58:28.658,service_integration@usabal.com,
dojo,gold_pbi,hcap_sponsoring_entity_26,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-05-28 18:01:23.482,2026-01-28 13:58:30.723,service_integration@usabal.com,
dojo,gold_pbi,hr,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:21.285,2026-01-28 14:00:58.058,service_integration@usabal.com,
dojo,gold_pbi,ipo_dimdate,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:18.590,2026-01-28 13:58:29.642,service_integration@usabal.com,
dojo,gold_pbi,ipo_fn_population,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:18.878,2026-01-28 13:58:30.652,service_integration@usabal.com,
dojo,gold_pbi,ipo_invoices,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:18.520,2026-01-28 13:58:23.197,service_integration@usabal.com,
dojo,gold_pbi,ipo_iv_process_overview,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:19.042,2026-01-28 13:58:26.529,service_integration@usabal.com,
dojo,gold_pbi,ipo_security,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:18.552,2026-01-28 14:00:07.103,service_integration@usabal.com,
dojo,gold_pbi,iv_ead_ap_combo,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:21.712,2026-01-28 14:01:17.101,service_integration@usabal.com,
dojo,gold_pbi,marketing_case_types,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:19.073,2026-01-28 13:58:26.542,service_integration@usabal.com,
dojo,gold_pbi,marketing_company,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:19.024,2026-01-28 13:58:27.581,service_integration@usabal.com,
dojo,gold_pbi,mastercompany,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:22.435,2026-01-28 14:01:23.137,service_integration@usabal.com,
dojo,gold_pbi,mastercompany_notestcompanies,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-05-28 18:01:29.900,2026-01-28 14:01:23.113,service_integration@usabal.com,
dojo,gold_pbi,oracle_data,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:19.152,2026-01-28 13:58:26.655,service_integration@usabal.com,
dojo,gold_pbi,pa_expiration,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:22.321,2026-01-28 14:01:23.148,service_integration@usabal.com,
dojo,gold_pbi,pa_open_close,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:21.953,2026-01-28 14:01:17.998,service_integration@usabal.com,
dojo,gold_pbi,pbi_client_project_details,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:19.000,2026-01-28 13:58:29.573,service_integration@usabal.com,
dojo,gold_pbi,pbi_expiries,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:18.561,2026-01-28 13:58:27.506,service_integration@usabal.com,
dojo,gold_pbi,perm_b,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:19.566,2026-01-28 14:00:58.981,service_integration@usabal.com,
dojo,gold_pbi,perm_d,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:20.748,2026-01-28 13:58:28.780,service_integration@usabal.com,
dojo,gold_pbi,perm_mastercompany,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 23:24:50.636,2026-01-28 14:01:06.820,service_integration@usabal.com,
dojo,gold_pbi,perm_program_data,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:19.649,2026-01-28 13:58:23.135,service_integration@usabal.com,
dojo,gold_pbi,perm_psm_psl,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:19.551,2026-01-28 13:58:26.778,service_integration@usabal.com,
dojo,gold_pbi,post_gc_combo,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:21.763,2026-01-28 14:01:02.766,service_integration@usabal.com,
dojo,gold_pbi,productivity_combo,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:23.351,2026-01-28 14:02:12.310,service_integration@usabal.com,
dojo,gold_pbi,profile_audit,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:23.589,2026-01-28 14:01:24.161,service_integration@usabal.com,
dojo,gold_pbi,psls_and_psms,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:21.290,2026-01-28 14:01:01.060,service_integration@usabal.com,
dojo,gold_pbi,rpt_row_level_security,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-04-29 15:33:27.480,2026-04-29 15:43:26.812,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_pbi,security_beneficiary,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:21.154,2026-01-28 14:01:18.954,service_integration@usabal.com,
dojo,gold_pbi,security_company,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:21.606,2026-01-28 14:01:01.051,service_integration@usabal.com,
dojo,gold_pbi,security_project,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:21.130,2026-01-28 14:01:06.073,service_integration@usabal.com,
dojo,gold_pbi,sla_dimdate,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:20.003,2026-01-28 13:58:26.606,service_integration@usabal.com,
dojo,gold_pbi,sladata,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:22.139,2026-01-28 14:01:23.396,service_integration@usabal.com,
dojo,gold_pbi,surveys_combo,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:22.462,2026-01-28 14:01:23.012,service_integration@usabal.com,
dojo,gold_pbi,tasks_combo,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-03-13 20:54:21.478,2026-01-28 14:01:23.415,service_integration@usabal.com,
dojo,gold_quality,__b28c97ea_1020_4f2a_b9ad_f24b12ddb7e2_anticipated_b,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-05-23 20:29:43.769,2026-04-23 12:41:24.236,ddcruz@bal.com,
dojo,gold_quality,__b28c97ea_1020_4f2a_b9ad_f24b12ddb7e2_anticipated_d,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-05-23 20:29:43.548,2026-04-23 12:41:11.537,ddcruz@bal.com,
dojo,gold_quality,__b28c97ea_1020_4f2a_b9ad_f24b12ddb7e2_capacity_brain_b,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-05-23 20:29:43.555,2026-04-23 12:44:27.859,ddcruz@bal.com,
dojo,gold_quality,__b28c97ea_1020_4f2a_b9ad_f24b12ddb7e2_capacity_brain_d,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-05-23 20:29:43.654,2026-04-23 12:42:15.618,ddcruz@bal.com,
dojo,gold_quality,capacity_anticipated_combo,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-05-23 20:29:43.560,2026-04-23 12:41:32.035,ddcruz@bal.com,
dojo,gold_quality,capacity_brain_combo,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-05-23 20:29:43.409,2026-04-23 12:44:32.246,ddcruz@bal.com,
dojo,gold_quality,historic_case_data,MANAGED,DELTA,2025-05-23 20:15:43.973,2026-05-16 21:43:59.449,ddcruz@bal.com,
dojo,gold_quality,historic_project_counts,MANAGED,DELTA,2025-05-23 20:15:44.077,2026-04-23 12:31:35.659,ddcruz@bal.com,
dojo,gold_quality,live_case_data,MANAGED,DELTA,2025-05-23 19:35:47.720,2025-12-24 09:05:33.170,ddcruz@bal.com,
dojo,gold_quality,live_ebill_data,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-05-23 19:39:13.445,2025-05-23 19:39:13.445,ddcruz@bal.com,
dojo,gold_quality,live_flags,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-05-23 19:42:26.837,2025-05-23 19:42:26.837,ddcruz@bal.com,
dojo,gold_quality,live_project_counts,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-05-23 19:44:20.197,2025-05-23 19:44:20.197,ddcruz@bal.com,
dojo,gold_quality,live_project_flags,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2025-05-23 19:46:47.916,2025-05-23 19:46:47.916,ddcruz@bal.com,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7__d_case,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:30.502,2026-07-01 20:45:54.508,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_bal_team_user_contact_union,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:37.119,2026-07-01 20:45:09.063,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_bene_aos_priority_profile,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:35.148,2026-07-01 20:45:24.957,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_bene_aos_status,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:36.877,2026-07-01 20:45:52.749,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_bene_contact_address_pivot,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:34.164,2026-07-01 20:45:51.261,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_bene_custom_fields,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:42.612,2026-07-01 20:45:22.836,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_bene_doc_exp_date,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:36.162,2026-07-01 20:45:25.011,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_bene_education_history_pivot,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:36.382,2026-07-01 20:45:09.324,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_bene_immigration_status,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:35.938,2026-07-01 20:45:26.748,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_bene_next_exp_doc,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:35.508,2026-07-01 20:45:29.147,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_bene_notes,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:37.001,2026-07-01 20:45:12.100,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_bene_recent_case,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:31.805,2026-07-01 20:45:21.631,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_bene_tracking_case,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:36.638,2026-07-01 20:45:43.908,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_bene_user_contact_union,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:37.892,2026-07-01 20:45:07.736,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_benes_with_deloitte_firm,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:31.509,2026-07-01 20:45:55.701,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_billing,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:30.194,2026-07-01 20:45:22.841,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_case,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:30.752,2026-07-01 20:45:49.125,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_case_contact_pivot,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:40.290,2026-07-01 20:47:36.014,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_case_country,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:30.625,2026-07-01 20:45:10.806,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_case_custom_fields,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:41.228,2026-07-01 20:45:19.507,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_case_detail_base,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:33.836,2026-07-01 20:45:55.598,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_case_entity,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:30.298,2026-07-01 20:45:24.984,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_case_fee_bill,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:35.835,2026-07-01 20:45:27.964,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_case_group,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:34.369,2026-07-01 20:45:32.110,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_case_included_dependents,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:29.616,2026-07-01 20:45:22.798,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_case_last_milestone,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:31.936,2026-07-01 20:45:21.689,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_case_last_task,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:34.607,2026-07-01 20:45:23.654,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_case_lca_address,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:32.169,2026-07-01 20:45:20.594,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_case_lca_detail,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:31.400,2026-07-01 20:45:18.533,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_case_lca_info,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:33.389,2026-07-01 20:45:49.144,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_case_lca_perm_detail,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:32.283,2026-07-01 20:45:20.690,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_case_milestone,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:30.096,2026-07-01 20:45:23.685,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_case_milestone_pivot,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:31.260,2026-07-01 20:45:12.694,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_case_next_milestone,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:29.736,2026-07-01 20:45:19.462,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_case_next_task,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:30.400,2026-07-01 20:45:16.378,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_case_notes,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:31.002,2026-07-01 20:45:25.009,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_case_prevailing_wage_filing,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:32.059,2026-07-01 20:45:14.905,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_case_priority_date,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:29.872,2026-07-01 20:45:13.752,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_case_process_detail_pivot,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:33.014,2026-07-01 20:45:20.925,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_case_report_note,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:34.503,2026-07-01 20:45:22.743,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_case_stage,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:31.110,2026-07-01 20:45:16.291,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_case_work_locations,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:31.620,2026-07-01 20:45:13.940,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_client,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:32.884,2026-07-01 20:45:17.110,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_client_custom_field_list,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:40.175,2026-07-01 20:45:14.879,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_client_entity,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:34.815,2026-07-01 20:45:17.288,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_client_immigration_provider,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:33.241,2026-07-01 20:45:00.321,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_company_contact_user_contact_union,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:37.781,2026-07-01 20:45:19.612,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_company_headquarters,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:31.721,2026-07-01 20:45:21.603,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_company_practice_support,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:32.722,2026-07-01 20:45:29.183,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_contact_email_beneficiary,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:37.360,2026-07-01 20:45:18.745,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_contact_person,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:36.483,2026-07-01 20:45:22.803,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_contact_phone_manager,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:30.880,2026-07-01 20:45:26.592,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_contact_phone_signer,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:34.257,2026-07-01 20:45:23.972,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_country,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:32.500,2026-07-01 20:45:06.795,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_country_case_type,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:34.937,2026-07-01 20:45:16.153,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_cross_chargeability,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:36.763,2026-07-01 20:45:20.536,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_dep_aos_status,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:37.466,2026-07-01 20:45:16.046,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_dep_doc_exp_date,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:38.279,2026-07-01 20:45:26.694,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_dep_immigration_status,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:36.282,2026-07-01 20:45:20.700,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_dep_next_exp_doc,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:35.620,2026-07-01 20:45:18.863,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dojo,gold_reporting,__5603d529_518a_400b_b14c_eb80758daac7_dep_passport_docs,MATERIALIZED_VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-18 21:26:39.769,2026-07-01 20:45:22.870,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
